galaxy,R_kpc,Vobs_kms,log_gobs_a0,log_gbar_a0
NGC4013,11.31,186.0,-0.08297166304666596,-0.3123907667603412
NGC4013,12.08,186.0,-0.11157599240632365,-0.3794014990245288
NGC4013,12.77,186.0,-0.1356999553846259,-0.4338634304001039
NGC4013,13.47,185.0,-0.16355908547400128,-0.4833573908014515
NGC4013,14.17,180.0,-0.20935978659789153,-0.5297283496725796
NGC4013,14.98,163.0,-0.3196715511125753,-0.5803907687583156
NGC4013,15.68,162.0,-0.34485097582020097,-0.6234453973541709
NGC4013,16.37,164.0,-0.352895929873589,-0.6646976099801516
NGC4013,17.19,166.0,-0.3635946471639855,-0.7113589444074837
NGC4013,17.88,166.0,-0.3806862849368319,-0.7494252052374645
NGC4013,18.58,166.0,-0.39736448013455594,-0.7860801196229382
NGC4013,19.39,166.0,-0.41589657955563847,-0.8254290396068933
NGC4013,20.09,168.0,-0.42089631985356674,-0.8582236084062065
NGC4013,20.79,172.0,-0.4153325420734146,-0.890295827980337
NGC4013,21.48,173.0,-0.4244770173269704,-0.9199270074248183
NGC4013,22.3,171.0,-0.45084758882089626,-0.9522968454260193
NGC4013,22.99,170.0,-0.46917607506977443,-0.9778761398877074
NGC4013,23.69,172.0,-0.4720431134647105,-1.001790358258401
NGC4013,24.39,173.0,-0.4796545406131831,-1.0219010887288622
NGC4013,25.2,176.0,-0.47891015171028767,-1.0457221792390554
NGC4013,25.9,178.0,-0.4809947060205071,-1.0694715913786164
NGC4013,26.59,180.0,-0.48270827368199815,-1.0926847630429353
NGC4013,27.41,180.0,-0.4958989718899295,-1.1199635520813809
NGC4013,28.1,180.0,-0.506696256255511,-1.1429843097331711
NGC4013,28.8,180.0,-0.517382424109662,-1.1650920743558304
NGC4013,29.61,178.0,-0.5391333493285545,-1.1897914721358875
NGC4013,30.31,174.0,-0.569022386359466,-1.2093328773935503
NGC4013,31.01,170.0,-0.5991388700378217,-1.2332512439048073
NGC4051,1.74,121.0,0.35648654579325717,0.34565921872372285
NGC4051,3.5,116.0,0.01631298754651805,-0.1292296062442733
NGC4051,5.24,140.0,0.00438983781570618,-0.2271849174624344
NGC4051,6.98,160.0,-0.004150403868354863,-0.18835094373075426
NGC4051,8.72,161.0,-0.09539967942591115,-0.20840468626964742
NGC4051,10.47,154.0,-0.21344018656295957,-0.34060708675797174
NGC4051,12.19,153.0,-0.28515579054022766,-0.4554994291813262
NGC4068,0.21,4.68,-1.5502625351427144,-1.5062359591844579
NGC4068,0.64,13.1,-1.140172329229402,-1.1829144312821518
NGC4068,1.06,22.5,-0.8894757755990886,-1.1317867165951314
NGC4068,1.48,30.4,-0.7730494947344931,-1.1062434103999619
NGC4068,1.91,36.0,-0.7369633122701962,-1.0831414490230769
NGC4068,2.33,41.9,-0.6914628216504716,-1.122960373349941
NGC4085,0.87,42.2,-0.25742929725231406,0.14453247983648956
NGC4085,1.74,79.9,-0.003990636211660242,0.12000458504304994
NGC4085,2.71,112.0,0.09693180790891423,0.012106068197943957
NGC4085,3.58,127.0,0.08518946871099616,-0.0650761596021554
NGC4085,4.45,130.0,0.01099174707569868,-0.11661241939453248
NGC4085,5.32,133.0,-0.046743296917919834,-0.2206490127210735
NGC4085,6.2,136.0,-0.0938488193148621,-0.3477626412795769
NGC4088,1.74,84.9,0.0487311856482623,0.16408741865462176
NGC4088,3.5,136.0,0.1544748258331161,0.09821393089450214
NGC4088,5.24,162.0,0.13116379554449203,0.17918408111930487
NGC4088,6.98,179.0,0.09331569277958192,0.1424818512848692
NGC4088,8.72,182.0,0.011091344480539129,-0.011534101538344636
NGC4088,10.47,179.0,-0.08277556627609933,-0.12777763377481896
NGC4088,12.19,174.0,-0.17344015561022574,-0.22516915021209596
NGC4088,13.94,171.0,-0.2468054995347262,-0.3543521377208041
NGC4088,15.68,168.0,-0.3132624414537372,-0.4640106936384676
NGC4088,17.42,165.0,-0.3746152088008751,-0.5581004879164864
NGC4088,19.28,171.0,-0.38764975533954754,-0.6501124407136729
NGC4088,21.48,174.0,-0.41947072701936183,-0.7500883273794843
NGC4100,2.61,120.0,0.17318703819992548,-0.08244932462580504
NGC4100,3.5,148.0,0.22792043988259592,-0.14798851595157828
NGC4100,4.37,168.0,0.24160217992426058,-0.1369835881218333
NGC4100,5.24,182.0,0.23227654242937967,-0.08085846128551472
NGC4100,6.11,190.0,0.20293104510606041,-0.05903677340583538
NGC4100,6.98,194.0,0.1632130906802477,-0.07194891068363679
NGC4100,7.85,195.0,0.11666461942274024,-0.15536891125068034
NGC4100,8.72,193.0,0.06206318652593701,-0.23289827332251634
NGC4100,9.6,192.0,0.015796277810487567,-0.3236438909648974
NGC4100,10.47,192.0,-0.021879170828786425,-0.4109888845971517
NGC4100,11.35,191.0,-0.06146407359072963,-0.4823522523800301
NGC4100,12.19,189.0,-0.1016150438289369,-0.5348983118862118
NGC4100,13.12,185.0,-0.15212532479065713,-0.5892764490929652
NGC4100,13.94,182.0,-0.19265494434888425,-0.6405834925812139
NGC4100,14.86,179.0,-0.23484769402181332,-0.6942968966093305
NGC4100,15.68,176.0,-0.2728556692771633,-0.7377272826336663
NGC4100,16.61,174.0,-0.3078060824432383,-0.7827545249737593
NGC4100,17.42,178.0,-0.3087430926108997,-0.8216048756355735
NGC4100,18.35,177.0,-0.3362244824215382,-0.8681470642512072
NGC4100,19.16,169.0,-0.39515704207222174,-0.9097871920481592
NGC4100,20.09,158.0,-0.4742007093964471,-0.9555017699093992
NGC4100,21.02,158.0,-0.4938534843404214,-0.9992788680328605
NGC4100,21.95,158.0,-0.5126552972263382,-1.0408247422580388
NGC4100,22.76,159.0,-0.522912955639174,-1.0771687132008807
NGC4138,2.61,179.0,0.5205306080644622,0.482759248075508
NGC4138,5.24,195.0,0.2922029891842661,0.034820652699107904
NGC4138,7.85,181.0,0.05195254643607325,-0.29273893547108676
NGC4138,10.65,162.0,-0.17685452524653786,-0.562618677497301
NGC4138,13.47,145.0,-0.3751665378100791,-0.7713088245428833
NGC4138,16.03,147.0,-0.43883379941483586,-0.9206327934911459
NGC4138,18.58,150.0,-0.4853981381033037,-1.0462660149591816
NGC4157,1.74,96.4,0.15906987296601857,0.2689860404119199
NGC4157,3.5,157.0,0.2791963139111486,0.2956037250052068
NGC4157,5.24,192.0,0.27873622386632935,0.1871250213806122
NGC4157,6.98,201.0,0.19400174566077336,0.08980772682557037
NGC4157,8.72,201.0,0.09734068335136722,0.011203456101377386
NGC4157,10.47,194.0,-0.01287816837543356,-0.1267421476260887
NGC4157,12.19,190.0,-0.09703145026976726,-0.2580952596981715
NGC4157,13.94,186.0,-0.1737718318832012,-0.37969250991387016
NGC4157,15.68,184.0,-0.23424535888638998,-0.4897274540233867
NGC4157,17.42,182.0,-0.2894403212585381,-0.5695578397073751
NGC4157,19.16,181.0,-0.33557330156119985,-0.6555074310449428
NGC4157,20.9,183.0,-0.3637790532072383,-0.740229289080569
NGC4157,22.65,185.0,-0.38925969609986627,-0.7928508497040381
NGC4157,24.39,186.0,-0.4167208584349413,-0.8612631527937668
NGC4157,26.13,186.0,-0.44664846784853635,-0.928448031560618
NGC4157,27.87,184.0,-0.4840362692512745,-0.9907552518327684
NGC4157,29.61,185.0,-0.5056298971403149,-1.0470690727200593
NGC4183,0.87,47.1,-0.1620123849178694,-0.6198731321365776
NGC4183,1.74,65.9,-0.1713133656516232,-0.721603552027683
NGC4183,2.61,76.1,-0.22240614035417852,-0.74205947495451
NGC4183,3.5,85.7,-0.24664134706092256,-0.8197402065015426
NGC4183,4.37,96.6,-0.23906213069647853,-0.8180918161375743
NGC4183,5.24,99.3,-0.2939677365500075,-0.8271174064032791
NGC4183,6.11,103.0,-0.3289017073892531,-0.8408843290379457
NGC4183,6.98,107.0,-0.3536228138097851,-0.8532711886276197
NGC4183,7.85,111.0,-0.3727586457289809,-0.8555789955202597
NGC4183,8.72,114.0,-0.39524172881666536,-0.8571562516591488
NGC4183,9.6,115.0,-0.42941049888938826,-0.9048317788492252
NGC4183,10.47,111.0,-0.49783567066257084,-0.9628208317126965
NGC4183,11.35,110.0,-0.5407454377697347,-0.994187015699746
NGC4183,12.31,111.0,-0.5681470419150447,-1.0710145669564384
NGC4183,13.12,109.0,-0.6116157857154374,-1.1338995460279349
NGC4183,14.05,108.0,-0.6493637598242425,-1.1878650593523676
NGC4183,14.98,109.0,-0.6691937640392436,-1.2239311380377211
NGC4183,16.03,111.0,-0.6828225113378732,-1.2771749885550685
NGC4183,16.95,110.0,-0.7149192787796941,-1.3330143427622552
NGC4183,17.88,109.0,-0.7460494651356948,-1.3607908841400875
NGC4183,18.93,110.0,-0.7629001902043899,-1.4062789007949401
NGC4183,19.97,112.0,-0.7704769660873826,-1.4557440416600995
NGC4183,21.02,113.0,-0.7850107712824272,-1.4944225681254262
NGC4214,0.21,55.5,0.59783172495439,-0.14967114183455754
NGC4214,0.63,63.2,0.23355866055414506,-0.1787220385255612
NGC4214,1.04,66.6,0.0613801724847785,-0.3028792782027239
NGC4214,1.46,70.5,-0.03650956835868297,-0.4527896747466097
NGC4214,1.88,76.1,-0.07992348227957746,-0.6067077718030729
NGC4214,2.3,78.8,-0.13721034759552547,-0.7700179992538979
NGC4214,2.71,80.1,-0.19423920526297367,-0.9023218016327719
NGC4214,3.14,80.1,-0.2581995624617829,-1.0322216518556577
NGC4214,3.55,80.1,-0.31149826744366194,-1.1447023002814711
NGC4214,3.96,80.4,-0.3557180349856531,-1.2376097394085144
NGC4214,4.38,80.1,-0.4027440248926675,-1.3211221777489377
NGC4214,4.8,80.4,-0.43926408643572795,-1.3943548312488547
NGC4214,5.22,80.6,-0.47353536594912404,-1.4611569555987973
NGC4214,5.63,80.6,-0.5063732577982082,-1.5056673068008686
NGC4217,0.87,47.8,-0.14919840595142406,0.715710321127412
NGC4217,1.74,98.9,0.18130838835471585,0.7236588193708714
NGC4217,2.61,146.0,0.34353025767355,0.702831274058267
NGC4217,3.5,164.0,0.3170847051880769,0.627686283743757
NGC4217,4.37,174.0,0.27208211303773433,0.48227071401156707
NGC4217,5.24,175.0,0.19820986383181902,0.34852510681170956
NGC4217,6.11,184.0,0.17505948921947545,0.23696581126719424
NGC4217,6.98,185.0,0.12195308762582319,0.13899478085745723
NGC4217,7.85,188.0,0.08491109522506395,0.06041899659122832
NGC4217,8.72,190.0,0.04845577041604744,-0.03026868540954457
NGC4217,9.6,191.0,0.01126055489884344,-0.11645994336423764
NGC4217,10.47,191.0,-0.026414893740430552,-0.19118466396089331
NGC4217,11.35,189.0,-0.07060719973969648,-0.25921546630954456
NGC4217,12.19,186.0,-0.11551276373959252,-0.3211488014527821
NGC4217,13.12,183.0,-0.16156660213582583,-0.38444351823048817
NGC4217,13.94,179.0,-0.20709165835924748,-0.4380984367275373
NGC4217,14.86,177.0,-0.24460722325798648,-0.49421936337735106
NGC4217,15.79,177.0,-0.27097054384172425,-0.5452157754966988
NGC4217,16.72,178.0,-0.2909312150422528,-0.5907196080248944
NGC4389,0.87,27.3,-0.6357289050941497,0.0672652193573484
NGC4389,1.74,52.7,-0.36546296441454973,0.03118424645326064
NGC4389,2.71,69.2,-0.3212920485179333,-0.054054251863702066
NGC4389,3.58,83.5,-0.2790450222337135,-0.10394131242401897
NGC4389,4.45,95.9,-0.2532577431966476,-0.13277864793419936
NGC4389,5.32,110.0,-0.21166120853564138,-0.2809037058736592
NGC4559,0.67,43.8,-0.11166152824967066,-0.15420998390258003
NGC4559,1.32,64.2,-0.07403882162518656,-0.22679208554794908
NGC4559,1.97,73.3,-0.13279322343638028,-0.2710946227562271
NGC4559,2.62,84.2,-0.13621205487748975,-0.3144082429798517
NGC4559,3.28,96.2,-0.11805864619309639,-0.32428162569061053
NGC4559,3.93,102.0,-0.14572715340863487,-0.3344966029006149
NGC4559,4.58,104.0,-0.19533374596335168,-0.3811868091235587
NGC4559,5.22,106.0,-0.23559371902976484,-0.44022920228775453
NGC4559,5.9,106.0,-0.28877522766964697,-0.4943823387708581
NGC4559,6.54,108.0,-0.31726518390741115,-0.5520036704262348
NGC4559,7.19,111.0,-0.334617879366611,-0.6048136886024036
NGC4559,7.87,114.0,-0.3506999762431627,-0.6380615143269572
NGC4559,8.51,116.0,-0.3695485281877942,-0.6672693335117409
NGC4559,9.16,117.0,-0.3940586967325703,-0.7081240852032504
NGC4559,9.84,118.0,-0.417766030376134,-0.7566852118610552
NGC4559,10.48,120.0,-0.43053373710950144,-0.8003403630370435
NGC4559,11.13,121.0,-0.4494593702588514,-0.8401109995411339
NGC4559,11.78,122.0,-0.46696057565862964,-0.8827539519646419
NGC4559,12.43,122.0,-0.4902864138491916,-0.9243015328260311
NGC4559,13.08,122.0,-0.5124230291957953,-0.9591278521038945
NGC4559,13.73,123.0,-0.5263952609150024,-0.9865194096291025
NGC4559,14.38,124.0,-0.5394504622794369,-1.0138956864129391
NGC4559,15.03,124.0,-0.5586505568194812,-1.0430999841352417
NGC4559,15.68,123.0,-0.584070782026667,-1.0649751983814704
NGC4559,16.33,123.0,-0.6017109084149155,-1.081854829540565
NGC4559,16.98,123.0,-0.6186624095861812,-1.0985382673241553
NGC4559,17.72,121.0,-0.651427923475175,-1.1175647206928234
NGC4559,18.28,122.0,-0.6577914766053595,-1.1290839199313973
NGC4559,19.02,122.0,-0.6750257978089419,-1.1474584233278555
NGC4559,19.67,121.0,-0.6967685658434799,-1.1654491074211533
NGC4559,20.32,120.0,-0.7180961580736752,-1.1859059835392463
NGC4559,20.97,119.0,-0.7390394542373256,-1.2090312764074718
NGC5005,0.49,211.0,1.3898338840098283,1.3951665303575593
NGC5005,0.98,233.0,1.1749508198024998,1.26210975589422
NGC5005,1.47,227.0,0.9761994330810261,1.0619698493236494
NGC5005,1.97,234.0,0.8754305421016495,0.9036464836822247
NGC5005,2.46,245.0,0.8188621150686425,0.8109355696116787
NGC5005,2.95,244.0,0.7364226901422526,0.7423447826773206
NGC5005,3.44,261.0,0.7281876255479885,0.6825126608705049
NGC5005,3.93,259.0,0.6636720312300337,0.6116991235780712
NGC5005,4.42,258.0,0.6092821960203252,0.5430429173342419
NGC5005,4.92,258.0,0.5627393626020567,0.48692318315351174
NGC5005,5.74,261.0,0.5058341757215451,0.4092493098176016
NGC5005,6.56,263.0,0.4544727110468122,0.3427277640166069
NGC5005,7.37,264.0,0.40720541932356746,0.27515704352475184
NGC5005,8.19,265.0,0.364672899556154,0.21672148205814695
NGC5005,9.01,265.0,0.3232320103375095,0.165049693160368
NGC5005,9.83,264.0,0.2821193893504833,0.1086164400218463
NGC5005,10.65,264.0,0.24732329940786232,0.04550052540398973
NGC5005,11.47,265.0,0.21839338341530476,-0.019605892979304013
NGC5033,0.76,206.0,1.178385901900472,1.316946725347095
NGC5033,2.28,214.0,0.7343577531408847,0.8235038928011639
NGC5033,3.8,222.0,0.5443874057274238,0.5351678166453911
NGC5033,5.33,224.0,0.40523388108471015,0.2996349382146993
NGC5033,6.85,225.0,0.3001395181732561,0.11217483167572509
NGC5033,8.0,222.0,0.2210810153522904,-0.017129452019508593
NGC5033,10.28,220.0,0.10431730042811233,-0.2010474061502109
NGC5033,12.56,218.0,0.009388401250989022,-0.343794226230229
NGC5033,14.91,219.0,-0.061124360329801126,-0.4714112347204447
NGC5033,17.15,217.0,-0.12987960323877346,-0.5729649443811348
NGC5033,19.39,218.0,-0.17919976842653904,-0.6560656663857564
NGC5033,21.64,220.0,-0.21894684134716252,-0.7114310299777181
NGC5033,24.01,222.0,-0.25622115771279336,-0.7743950482928923
NGC5033,26.25,218.0,-0.31075126708980927,-0.8415761932347798
NGC5033,28.5,217.0,-0.3504603388684945,-0.9132763516497803
NGC5033,30.87,207.0,-0.4261308851253031,-0.988543181279852
NGC5033,33.12,199.0,-0.4909191218504725,-1.0515652276060723
NGC5033,35.36,191.0,-0.5549804684026236,-1.114212813189282
NGC5033,37.73,193.0,-0.5741071337424912,-1.17392587628861
NGC5033,39.98,192.0,-0.6037752789320422,-1.2262385853094244
NGC5033,42.22,194.0,-0.6184497156682287,-1.2748954748523806
NGC5033,44.59,196.0,-0.6332602761936984,-1.3233940012183212
NGC5055,0.72,125.0,0.7679525830278011,0.8816699942659856
NGC5055,1.43,162.0,0.6951590450631568,0.736200264651843
NGC5055,2.16,178.0,0.5978513069098137,0.6369936352121017
NGC5055,2.87,193.0,0.544697774724512,0.5694758979169103
NGC5055,3.59,192.0,0.4429730622717369,0.44910599955147834
NGC5055,4.3,190.0,0.3555037997690282,0.3669850704613815
NGC5055,5.03,195.0,0.30996629111206536,0.3043329430453367
NGC5055,5.75,201.0,0.278189323594304,0.2555756724898805
NGC5055,6.46,204.0,0.24049287029967026,0.21768481975065537
NGC5055,7.18,204.0,0.1946009440524539,0.16068730508139595
NGC5055,7.91,206.0,0.161023010683587,0.107351828942464
NGC5055,8.62,206.0,0.12369222835655082,0.058015166723370176
NGC5055,11.49,206.0,-0.0011205345070216272,-0.1340272859091078
NGC5055,14.3,206.0,-0.09613654328379825,-0.28595429016859686
NGC5055,17.19,203.0,-0.18881874741766988,-0.4240738945895402
NGC5055,20.07,200.0,-0.2690223277165664,-0.5675929925820458
NGC5055,22.96,194.0,-0.3539033704225271,-0.6965215824681867
NGC5055,25.85,188.0,-0.43267979545964486,-0.8082392281507093
NGC5055,28.74,184.0,-0.4973860643361771,-0.9000542290912572
NGC5055,31.62,182.0,-0.5483540361830839,-0.9784198388490277
NGC5055,34.51,180.0,-0.5959348956419179,-1.0452367113642789
NGC5055,37.4,181.0,-0.6260493990191544,-1.1187430416985538
NGC5055,40.29,180.0,-0.6631872037388089,-1.175489148788515
NGC5055,43.17,179.0,-0.6980109332535246,-1.2273339248732962
NGC5055,45.92,179.0,-0.724830763987174,-1.2692492944096505
NGC5055,48.81,179.0,-0.7513376922537782,-1.3178297106730181
NGC5055,51.7,174.0,-0.8009269930857864,-1.3664441620228325
NGC5055,54.59,172.0,-0.8345911470479067,-1.418162466491937
NGC5371,1.45,216.0,0.9390045535098436,0.7327406555406875
NGC5371,2.88,215.0,0.6369494855149366,0.4041126075444874
NGC5371,4.33,215.0,0.459854076920802,0.23807650286187587
NGC5371,5.78,214.0,0.3303647617208093,0.14243210178768081
NGC5371,7.22,215.0,0.23780477570452832,0.05136377224024725
NGC5371,8.66,221.0,0.1827317087958315,-0.0008417918867353295
NGC5371,11.55,233.0,0.10359491126683154,-0.031561494865425366
NGC5371,14.48,237.0,0.020193183602036334,-0.06942037538252972
NGC5371,17.28,242.0,-0.03844795273905519,-0.15078165711320218
NGC5371,20.2,241.0,-0.10985223085393023,-0.21407710049752213
NGC5371,23.12,240.0,-0.1721002928823227,-0.2898292765522943
NGC5371,26.04,234.0,-0.24574421163291194,-0.39337902809994896
NGC5371,28.84,226.0,-0.3203133243096329,-0.49410065870180603
NGC5371,31.76,213.0,-0.4136562334346265,-0.5865707514645216
NGC5371,34.68,207.0,-0.4766733444473804,-0.6676619791509095
NGC5371,37.48,208.0,-0.5062078588472607,-0.7543912354555244
NGC5371,40.4,209.0,-0.5346237394455401,-0.831658832345532
NGC5371,43.32,207.0,-0.5732827035964905,-0.9010668999765611
NGC5371,46.24,213.0,-0.5767935650920404,-0.9631954804827596
NGC5585,0.09,11.2,-0.4243414106560049,-0.614283858546012
NGC5585,0.26,26.5,-0.13701654665424554,-0.422641540992429
NGC5585,0.43,33.7,-0.1467436003939525,-0.4047235322276842
NGC5585,0.6,32.7,-0.31759069162011466,-0.440209493708682
NGC5585,0.77,33.7,-0.3997658699868479,-0.48002336068629486
NGC5585,0.94,35.7,-0.4363263679323555,-0.5148380270107199
NGC5585,1.11,37.8,-0.45887432566925,-0.5449150283953134
NGC5585,1.28,41.8,-0.4333923526548412,-0.5889647353333487
NGC5585,1.46,43.9,-0.44795876185723765,-0.6236916332357041
NGC5585,1.63,44.9,-0.4762298689543547,-0.6521376481059823
NGC5585,2.05,53.2,-0.4284655430227011,-0.707912495391998
NGC5585,2.74,64.3,-0.38986356352898704,-0.7779753685525296
NGC5585,3.42,73.1,-0.37472629869745744,-0.8593294633951299
NGC5585,4.11,76.2,-0.4184668257539115,-0.898341998319485
NGC5585,4.79,78.4,-0.4602383346027296,-0.9458337595209999
NGC5585,5.48,83.1,-0.4681134574731905,-1.0101310512063897
NGC5585,6.16,88.0,-0.4691503144211315,-1.0646803519648373
NGC5585,6.85,89.9,-0.49670613458301127,-1.1316307273248123
NGC5585,7.53,90.6,-0.5310735274041177,-1.1875174450719483
NGC5585,8.21,91.6,-0.5590871563407833,-1.2227458829311422
NGC5585,8.9,92.3,-0.5875215511501319,-1.2613494824096907
NGC5585,9.57,90.9,-0.632319117889952,-1.3041540350191791
NGC5585,10.31,89.6,-0.6771775925163094,-1.344793345600215
NGC5585,10.96,89.4,-0.7056704631135583,-1.3873859841408787
NGC5907,5.03,214.0,0.39072461508541095,-0.06615503830697513
NGC5907,7.55,220.0,0.2383634634581809,-0.11385251086159683
NGC5907,10.07,235.0,0.1705713074328112,-0.16031314573838723
NGC5907,12.58,235.0,0.07392013687717917,-0.23067314059264518
NGC5907,15.1,230.0,-0.024056221815026965,-0.335435897480091
NGC5907,17.61,231.0,-0.0870703427400315,-0.4239600097009561
NGC5907,20.13,232.0,-0.14140275166389837,-0.49924999244610035
NGC5907,22.65,225.0,-0.21923811668316895,-0.5703067749447416
NGC5907,25.16,224.0,-0.2687495466619489,-0.6665700382316663
NGC5907,27.68,229.0,-0.2910300676619875,-0.7368863546701668
NGC5907,30.2,218.0,-0.3716289023049843,-0.7818435029892538
NGC5907,32.71,214.0,-0.4223879439836432,-0.8540103580764108
NGC5907,35.23,213.0,-0.4586883828608103,-0.9028713711086591
NGC5907,37.75,211.0,-0.4968869919268649,-0.969462322258932
NGC5907,40.26,217.0,-0.5004892494126199,-1.016932248042784
NGC5907,42.78,216.0,-0.5308682244906907,-1.0753172145102838
NGC5907,45.29,215.0,-0.5596603474087898,-1.1214092405548604
NGC5907,47.81,217.0,-0.5751342225557737,-1.1660148817603284
NGC5907,50.33,214.0,-0.6095343302558011,-1.1952280895966496
NGC5985,3.54,223.0,0.5790715175134903,0.0727757069657928
NGC5985,4.23,230.0,0.5285803581031001,-0.021307713844682195
NGC5985,4.97,248.0,0.5240120263620571,-0.09918275762398758
NGC5985,5.74,258.0,0.49579257297144347,-0.14561572629841413
NGC5985,6.47,263.0,0.4604722697537721,-0.17418847476515897
NGC5985,7.22,272.0,0.4420656639417151,-0.18694299983172163
NGC5985,8.02,287.0,0.44305447862677794,-0.20310857426021703
NGC5985,8.79,289.0,0.40927186388228054,-0.21686591897595953
NGC5985,9.5,292.0,0.3845071510509456,-0.22337275307987342
NGC5985,10.27,302.0,0.3799084957599798,-0.22157989076969473
